_id,marca_vehiculo,modelo_vehiculo,edad_vehiculo,componente,coste_material,coste_mano_obra
67a100548d8acdc8201d812e,Porsche,911,11,Puerta,171.39,188.53
67a100548d8acdc8201d812f,Porsche,911,11,Faro,85.59,89.87
67a100548d8acdc8201d8130,Porsche,911,11,Parabrisas,204.23,234.86
67a100548d8acdc8201d8131,Porsche,911,11,Luna,123.45,135.8
67a100548d8acdc8201d8132,Porsche,911,11,Ventana,80.02,84.02
67a100548d8acdc8201d8133,Porsche,911,11,Techo,146.39,168.35
67a100548d8acdc8201d8134,Porsche,911,11,Rueda,88.46,88.46
67a100548d8acdc8201d8135,Porsche,911,11,Parachoques,130.54,143.59
67a100548d8acdc8201d8136,Porsche,911,11,Guardabarros,124.3,130.52
67a100548d8acdc8201d8137,Porsche,911,11,Capo,103.65,114.02
67a100548d8acdc8201d8138,Porsche,911,11,Maletero,153.06,168.37
67a100548d8acdc8201d8139,Porsche,911,11,Motor,344.34,447.64
67a100548d8acdc8201d813a,Seat,Alhambra,10,Puerta,106.93,117.62
67a100548d8acdc8201d813b,Seat,Alhambra,10,Faro,118.7,124.64
67a100548d8acdc8201d813c,Seat,Alhambra,10,Parabrisas,209.98,241.48
67a100548d8acdc8201d813d,Seat,Alhambra,10,Luna,126.23,138.85
67a100548d8acdc8201d813e,Seat,Alhambra,10,Ventana,109.05,114.5
67a100548d8acdc8201d813f,Seat,Alhambra,10,Techo,142.02,163.32
67a100548d8acdc8201d8140,Seat,Alhambra,10,Rueda,86.51,86.51
67a100548d8acdc8201d8141,Seat,Alhambra,10,Parachoques,128.27,141.1
67a100548d8acdc8201d8142,Seat,Alhambra,10,Guardabarros,100.52,105.55
67a100548d8acdc8201d8143,Seat,Alhambra,10,Capo,110.23,121.25
67a100548d8acdc8201d8144,Seat,Alhambra,10,Maletero,96.56,106.22
67a100548d8acdc8201d8145,Seat,Alhambra,10,Motor,410.09,533.12
67a100548d8acdc8201d8146,BMW,X3,4,Puerta,123.92,136.31
67a100548d8acdc8201d8147,BMW,X3,4,Faro,151.72,159.31
67a100558d8acdc8201d8148,BMW,X3,4,Parabrisas,171.59,197.33
67a100558d8acdc8201d8149,BMW,X3,4,Luna,198.23,218.05
67a100558d8acdc8201d814a,BMW,X3,4,Ventana,115.54,121.32
67a100558d8acdc8201d814b,BMW,X3,4,Techo,136.82,157.34
67a100558d8acdc8201d814c,BMW,X3,4,Rueda,125.92,125.92
67a100558d8acdc8201d814d,BMW,X3,4,Parachoques,129.96,142.96
67a100558d8acdc8201d814e,BMW,X3,4,Guardabarros,102.36,107.48
67a100558d8acdc8201d814f,BMW,X3,4,Capo,120.64,132.7
67a100558d8acdc8201d8150,BMW,X3,4,Maletero,136.46,150.11
67a100558d8acdc8201d8151,BMW,X3,4,Motor,382.98,497.87
67a100558d8acdc8201d8152,Bentley,Mulsanne,14,Puerta,106.34,116.97
67a100558d8acdc8201d8153,Bentley,Mulsanne,14,Faro,107.26,112.62
67a100558d8acdc8201d8154,Bentley,Mulsanne,14,Parabrisas,120.38,138.44
67a100558d8acdc8201d8155,Bentley,Mulsanne,14,Luna,94.68,104.15
67a100558d8acdc8201d8156,Bentley,Mulsanne,14,Ventana,98.01,102.91
67a100558d8acdc8201d8157,Bentley,Mulsanne,14,Techo,108.23,124.46
67a100558d8acdc8201d8158,Bentley,Mulsanne,14,Rueda,73.87,73.87
67a100558d8acdc8201d8159,Bentley,Mulsanne,14,Parachoques,73.87,81.26
67a100558d8acdc8201d815a,Bentley,Mulsanne,14,Guardabarros,84.14,88.35
67a100558d8acdc8201d815b,Bentley,Mulsanne,14,Capo,114.89,126.38
67a100558d8acdc8201d815c,Bentley,Mulsanne,14,Maletero,108.79,119.67
67a100558d8acdc8201d815d,Bentley,Mulsanne,14,Motor,401.05,521.37
67a100558d8acdc8201d815e,Seat,Alhambra,13,Puerta,145.08,159.59
67a100558d8acdc8201d815f,Seat,Alhambra,13,Faro,115.27,121.03
67a100558d8acdc8201d8160,Seat,Alhambra,13,Parabrisas,140.93,162.07
67a100558d8acdc8201d8161,Seat,Alhambra,13,Luna,108.52,119.37
67a100558d8acdc8201d8162,Seat,Alhambra,13,Ventana,102.68,107.81
67a100558d8acdc8201d8163,Seat,Alhambra,13,Techo,157.47,181.09
67a100568d8acdc8201d8164,Seat,Alhambra,13,Rueda,98.64,98.64
67a100568d8acdc8201d8165,Seat,Alhambra,13,Parachoques,99.02,108.92
67a100568d8acdc8201d8166,Seat,Alhambra,13,Guardabarros,62.34,65.46
67a100568d8acdc8201d8167,Seat,Alhambra,13,Capo,174.55,192.01
67a100568d8acdc8201d8168,Seat,Alhambra,13,Maletero,106.4,117.04
67a100568d8acdc8201d8169,Seat,Alhambra,13,Motor,234.06,304.28
67a100568d8acdc8201d816a,Volkswagen,Arteon,7,Puerta,95.66,105.23
67a100568d8acdc8201d816b,Volkswagen,Arteon,7,Faro,147.72,155.11
67a100568d8acdc8201d816c,Volkswagen,Arteon,7,Parabrisas,211.46,243.18
67a100568d8acdc8201d816d,Volkswagen,Arteon,7,Luna,109.27,120.2
67a100568d8acdc8201d816e,Volkswagen,Arteon,7,Ventana,76.7,80.54
67a100568d8acdc8201d816f,Volkswagen,Arteon,7,Techo,185.28,213.07
67a100568d8acdc8201d8170,Volkswagen,Arteon,7,Rueda,114.51,114.51
67a100568d8acdc8201d8171,Volkswagen,Arteon,7,Parachoques,105.83,116.41
67a100568d8acdc8201d8172,Volkswagen,Arteon,7,Guardabarros,159.14,167.1
67a100568d8acdc8201d8173,Volkswagen,Arteon,7,Capo,189.91,208.9
67a100568d8acdc8201d8174,Volkswagen,Arteon,7,Maletero,83.74,92.11
67a100568d8acdc8201d8175,Volkswagen,Arteon,7,Motor,466.06,605.88
67a100568d8acdc8201d8176,Citroen,C4,12,Puerta,120.54,132.59
67a100568d8acdc8201d8177,Citroen,C4,12,Faro,124.46,130.68
67a100568d8acdc8201d8178,Citroen,C4,12,Parabrisas,116.02,133.42
67a100568d8acdc8201d8179,Citroen,C4,12,Luna,164.62,181.08
67a100568d8acdc8201d817a,Citroen,C4,12,Ventana,92.52,97.15
67a100568d8acdc8201d817b,Citroen,C4,12,Techo,145.38,167.19
67a100568d8acdc8201d817c,Citroen,C4,12,Rueda,76.28,76.28
67a100568d8acdc8201d817d,Citroen,C4,12,Parachoques,122.14,134.35
67a100578d8acdc8201d817e,Citroen,C4,12,Guardabarros,83.52,87.7
67a100578d8acdc8201d817f,Citroen,C4,12,Capo,131.65,144.82
67a100578d8acdc8201d8180,Citroen,C4,12,Maletero,89.72,98.69
67a100578d8acdc8201d8181,Citroen,C4,12,Motor,252.86,328.72
67a100578d8acdc8201d8182,Kia,Soul,3,Puerta,208.98,229.88
67a100578d8acdc8201d8183,Kia,Soul,3,Faro,140.03,147.03
67a100578d8acdc8201d8184,Kia,Soul,3,Parabrisas,140.81,161.93
67a100578d8acdc8201d8185,Kia,Soul,3,Luna,147.29,162.02
67a100578d8acdc8201d8186,Kia,Soul,3,Ventana,113.12,118.78
67a100578d8acdc8201d8187,Kia,Soul,3,Techo,125.46,144.28
67a100578d8acdc8201d8188,Kia,Soul,3,Rueda,122.97,122.97
67a100578d8acdc8201d8189,Kia,Soul,3,Parachoques,124.5,136.95
67a100578d8acdc8201d818a,Kia,Soul,3,Guardabarros,131.27,137.83
67a100578d8acdc8201d818b,Kia,Soul,3,Capo,193.69,213.06
67a100578d8acdc8201d818c,Kia,Soul,3,Maletero,213.66,235.03
67a100578d8acdc8201d818d,Kia,Soul,3,Motor,309.98,402.97
67a100578d8acdc8201d818e,Seat,Ibiza,19,Puerta,129.33,142.26
67a100578d8acdc8201d818f,Seat,Ibiza,19,Faro,91.08,95.63
67a100578d8acdc8201d8190,Seat,Ibiza,19,Parabrisas,98.19,112.92
67a100578d8acdc8201d8191,Seat,Ibiza,19,Luna,106.12,116.73
67a100578d8acdc8201d8192,Seat,Ibiza,19,Ventana,43.56,45.74
67a100578d8acdc8201d8193,Seat,Ibiza,19,Techo,84.56,97.24
67a100578d8acdc8201d8194,Seat,Ibiza,19,Rueda,58.08,58.08
67a100578d8acdc8201d8195,Seat,Ibiza,19,Parachoques,86.18,94.8
67a100578d8acdc8201d8196,Seat,Ibiza,19,Guardabarros,103.39,108.56
67a100578d8acdc8201d8197,Seat,Ibiza,19,Capo,112.47,123.72
67a100578d8acdc8201d8198,Seat,Ibiza,19,Maletero,71.14,78.25
67a100588d8acdc8201d8199,Seat,Ibiza,19,Motor,336.46,437.4
67a100588d8acdc8201d819a,Alfa Romeo,Tonale,17,Puerta,58.45,64.3
67a100588d8acdc8201d819b,Alfa Romeo,Tonale,17,Faro,59.61,62.59
67a100588d8acdc8201d819c,Alfa Romeo,Tonale,17,Parabrisas,103.89,119.47
67a100588d8acdc8201d819d,Alfa Romeo,Tonale,17,Luna,101.1,111.21
67a100588d8acdc8201d819e,Alfa Romeo,Tonale,17,Ventana,49.73,52.22
67a100588d8acdc8201d819f,Alfa Romeo,Tonale,17,Techo,154.14,177.26
67a100588d8acdc8201d81a0,Alfa Romeo,Tonale,17,Rueda,69.45,69.45
67a100588d8acdc8201d81a1,Alfa Romeo,Tonale,17,Parachoques,84.37,92.81
67a100588d8acdc8201d81a2,Alfa Romeo,Tonale,17,Guardabarros,103.03,108.18
67a100588d8acdc8201d81a3,Alfa Romeo,Tonale,17,Capo,103.92,114.31
67a100588d8acdc8201d81a4,Alfa Romeo,Tonale,17,Maletero,130.53,143.58
67a100588d8acdc8201d81a5,Alfa Romeo,Tonale,17,Motor,295.65,384.34
67a100588d8acdc8201d81a6,Honda,Fit,4,Puerta,130.46,143.51
67a100588d8acdc8201d81a7,Honda,Fit,4,Faro,127.42,133.79
67a100588d8acdc8201d81a8,Honda,Fit,4,Parabrisas,140.04,161.05
67a100588d8acdc8201d81a9,Honda,Fit,4,Luna,126.58,139.24
67a100588d8acdc8201d81aa,Honda,Fit,4,Ventana,76.51,80.34
67a100588d8acdc8201d81ab,Honda,Fit,4,Techo,169.42,194.83
67a100588d8acdc8201d81ac,Honda,Fit,4,Rueda,132.89,132.89
67a100588d8acdc8201d81ad,Honda,Fit,4,Parachoques,176.22,193.84
67a100588d8acdc8201d81ae,Honda,Fit,4,Guardabarros,153.63,161.31
67a100588d8acdc8201d81af,Honda,Fit,4,Capo,201.53,221.68
67a100588d8acdc8201d81b0,Honda,Fit,4,Maletero,214.14,235.55
67a100588d8acdc8201d81b1,Honda,Fit,4,Motor,497.82,647.17
67a100588d8acdc8201d81b2,Jeep,Cherokee,14,Puerta,161.18,177.3
67a100598d8acdc8201d81b3,Jeep,Cherokee,14,Faro,110.55,116.08
67a100598d8acdc8201d81b4,Jeep,Cherokee,14,Parabrisas,175.25,201.54
67a100598d8acdc8201d81b5,Jeep,Cherokee,14,Luna,125.54,138.09
67a100598d8acdc8201d81b6,Jeep,Cherokee,14,Ventana,69.68,73.16
67a100598d8acdc8201d81b7,Jeep,Cherokee,14,Techo,166.49,191.46
67a100598d8acdc8201d81b8,Jeep,Cherokee,14,Rueda,69.79,69.79
67a100598d8acdc8201d81b9,Jeep,Cherokee,14,Parachoques,86.34,94.97
67a100598d8acdc8201d81ba,Jeep,Cherokee,14,Guardabarros,111.05,116.6
67a100598d8acdc8201d81bb,Jeep,Cherokee,14,Capo,129.45,142.4
67a100598d8acdc8201d81bc,Jeep,Cherokee,14,Maletero,122.1,134.31
67a100598d8acdc8201d81bd,Jeep,Cherokee,14,Motor,391.95,509.54
67a100598d8acdc8201d81be,Alfa Romeo,Tonale,12,Puerta,107.93,118.72
67a100598d8acdc8201d81bf,Alfa Romeo,Tonale,12,Faro,91.12,95.68
67a100598d8acdc8201d81c0,Alfa Romeo,Tonale,12,Parabrisas,129.17,148.55
67a100598d8acdc8201d81c1,Alfa Romeo,Tonale,12,Luna,92.77,102.05
67a100598d8acdc8201d81c2,Alfa Romeo,Tonale,12,Ventana,79.48,83.45
67a100598d8acdc8201d81c3,Alfa Romeo,Tonale,12,Techo,146.67,168.67
67a100598d8acdc8201d81c4,Alfa Romeo,Tonale,12,Rueda,65.54,65.54
67a100598d8acdc8201d81c5,Alfa Romeo,Tonale,12,Parachoques,143.76,158.14
67a100598d8acdc8201d81c6,Alfa Romeo,Tonale,12,Guardabarros,101.38,106.45
67a100598d8acdc8201d81c7,Alfa Romeo,Tonale,12,Capo,93.86,103.25
67a100598d8acdc8201d81c8,Alfa Romeo,Tonale,12,Maletero,72.86,80.15
67a100598d8acdc8201d81c9,Alfa Romeo,Tonale,12,Motor,359.12,466.86
67a100598d8acdc8201d81ca,Bugatti,Chiron,4,Puerta,143.39,157.73
67a100598d8acdc8201d81cb,Bugatti,Chiron,4,Faro,136.69,143.52
67a100598d8acdc8201d81cc,Bugatti,Chiron,4,Parabrisas,229.02,263.37
67a100598d8acdc8201d81cd,Bugatti,Chiron,4,Luna,157.7,173.47
67a1005a8d8acdc8201d81ce,Bugatti,Chiron,4,Ventana,101.7,106.79
67a1005a8d8acdc8201d81cf,Bugatti,Chiron,4,Techo,202.25,232.59
67a1005a8d8acdc8201d81d0,Bugatti,Chiron,4,Rueda,108.34,108.34
67a1005a8d8acdc8201d81d1,Bugatti,Chiron,4,Parachoques,162.4,178.64
67a1005a8d8acdc8201d81d2,Bugatti,Chiron,4,Guardabarros,160.89,168.93
67a1005a8d8acdc8201d81d3,Bugatti,Chiron,4,Capo,177.38,195.12
67a1005a8d8acdc8201d81d4,Bugatti,Chiron,4,Maletero,171.3,188.43
67a1005a8d8acdc8201d81d5,Bugatti,Chiron,4,Motor,285.35,370.96
67a1005a8d8acdc8201d81d6,Volvo,XC90,13,Puerta,98.21,108.03
67a1005a8d8acdc8201d81d7,Volvo,XC90,13,Faro,110.2,115.71
67a1005a8d8acdc8201d81d8,Volvo,XC90,13,Parabrisas,138.31,159.06
67a1005a8d8acdc8201d81d9,Volvo,XC90,13,Luna,104.04,114.44
67a1005a8d8acdc8201d81da,Volvo,XC90,13,Ventana,60.83,63.87
67a1005a8d8acdc8201d81db,Volvo,XC90,13,Techo,175.43,201.74
67a1005a8d8acdc8201d81dc,Volvo,XC90,13,Rueda,80.03,80.03
67a1005a8d8acdc8201d81dd,Volvo,XC90,13,Parachoques,76.08,83.69
67a1005a8d8acdc8201d81de,Volvo,XC90,13,Guardabarros,108,113.4
67a1005a8d8acdc8201d81df,Volvo,XC90,13,Capo,118.83,130.71
67a1005a8d8acdc8201d81e0,Volvo,XC90,13,Maletero,122.74,135.01
67a1005a8d8acdc8201d81e1,Volvo,XC90,13,Motor,413.88,538.04
67a1005a8d8acdc8201d81e2,Peugeot,3008,5,Puerta,182.53,200.78
67a1005a8d8acdc8201d81e3,Peugeot,3008,5,Faro,130.13,136.64
67a1005a8d8acdc8201d81e4,Peugeot,3008,5,Parabrisas,225.02,258.77
67a1005a8d8acdc8201d81e5,Peugeot,3008,5,Luna,204.83,225.31
67a1005a8d8acdc8201d81e6,Peugeot,3008,5,Ventana,78.6,82.53
67a1005a8d8acdc8201d81e7,Peugeot,3008,5,Techo,134.46,154.63
67a1005a8d8acdc8201d81e8,Peugeot,3008,5,Rueda,130.77,130.77
67a1005b8d8acdc8201d81e9,Peugeot,3008,5,Parachoques,121.54,133.69
67a1005b8d8acdc8201d81ea,Peugeot,3008,5,Guardabarros,143.28,150.44
67a1005b8d8acdc8201d81eb,Peugeot,3008,5,Capo,199.1,219.01
67a1005b8d8acdc8201d81ec,Peugeot,3008,5,Maletero,201.51,221.66
67a1005b8d8acdc8201d81ed,Peugeot,3008,5,Motor,429.9,558.87
67a1005b8d8acdc8201d81ee,Ferrari,F8 Tributo,4,Puerta,130.31,143.34
67a1005b8d8acdc8201d81ef,Ferrari,F8 Tributo,4,Faro,73.29,76.95
67a1005b8d8acdc8201d81f0,Ferrari,F8 Tributo,4,Parabrisas,263.15,302.62
67a1005b8d8acdc8201d81f1,Ferrari,F8 Tributo,4,Luna,187.78,206.56
67a1005b8d8acdc8201d81f2,Ferrari,F8 Tributo,4,Ventana,74.41,78.13
67a1005b8d8acdc8201d81f3,Ferrari,F8 Tributo,4,Techo,139.58,160.52
67a1005b8d8acdc8201d81f4,Ferrari,F8 Tributo,4,Rueda,87.77,87.77
67a1005b8d8acdc8201d81f5,Ferrari,F8 Tributo,4,Parachoques,170.62,187.68
67a1005b8d8acdc8201d81f6,Ferrari,F8 Tributo,4,Guardabarros,87.06,91.41
67a1005b8d8acdc8201d81f7,Ferrari,F8 Tributo,4,Capo,209.9,230.89
67a1005b8d8acdc8201d81f8,Ferrari,F8 Tributo,4,Maletero,97.95,107.75
67a1005b8d8acdc8201d81f9,Ferrari,F8 Tributo,4,Motor,524.98,682.47
67a1005b8d8acdc8201d81fa,Bugatti,Chiron Super Sport,14,Puerta,124.41,136.85
67a1005b8d8acdc8201d81fb,Bugatti,Chiron Super Sport,14,Faro,75.4,79.17
67a1005b8d8acdc8201d81fc,Bugatti,Chiron Super Sport,14,Parabrisas,194.63,223.82
67a1005b8d8acdc8201d81fd,Bugatti,Chiron Super Sport,14,Luna,93.75,103.13
67a1005b8d8acdc8201d81fe,Bugatti,Chiron Super Sport,14,Ventana,57.82,60.71
67a1005b8d8acdc8201d81ff,Bugatti,Chiron Super Sport,14,Techo,111.72,128.48
67a1005b8d8acdc8201d8200,Bugatti,Chiron Super Sport,14,Rueda,83.74,83.74
67a1005b8d8acdc8201d8201,Bugatti,Chiron Super Sport,14,Parachoques,84.23,92.65
67a1005b8d8acdc8201d8202,Bugatti,Chiron Super Sport,14,Guardabarros,108.46,113.88
67a1005b8d8acdc8201d8203,Bugatti,Chiron Super Sport,14,Capo,116.44,128.08
67a1005c8d8acdc8201d8204,Bugatti,Chiron Super Sport,14,Maletero,146.54,161.19
67a1005c8d8acdc8201d8205,Bugatti,Chiron Super Sport,14,Motor,274.14,356.38
67a1005c8d8acdc8201d8206,Hyundai,i10,1,Puerta,134.95,148.44
67a1005c8d8acdc8201d8207,Hyundai,i10,1,Faro,163.12,171.28
67a1005c8d8acdc8201d8208,Hyundai,i10,1,Parabrisas,155.85,179.23
67a1005c8d8acdc8201d8209,Hyundai,i10,1,Luna,218.2,240.02
67a1005c8d8acdc8201d820a,Hyundai,i10,1,Ventana,81.3,85.36
67a1005c8d8acdc8201d820b,Hyundai,i10,1,Techo,178.6,205.39
67a1005c8d8acdc8201d820c,Hyundai,i10,1,Rueda,116.6,116.6
67a1005c8d8acdc8201d820d,Hyundai,i10,1,Parachoques,165.23,181.75
67a1005c8d8acdc8201d820e,Hyundai,i10,1,Guardabarros,133.57,140.25
67a1005c8d8acdc8201d820f,Hyundai,i10,1,Capo,205.09,225.6
67a1005c8d8acdc8201d8210,Hyundai,i10,1,Maletero,228.99,251.89
67a1005c8d8acdc8201d8211,Hyundai,i10,1,Motor,310.46,403.6
67a1005c8d8acdc8201d8212,Opel,Mokka,6,Puerta,170.5,187.55
67a1005c8d8acdc8201d8213,Opel,Mokka,6,Faro,137.53,144.41
67a1005c8d8acdc8201d8214,Opel,Mokka,6,Parabrisas,243.4,279.91
67a1005c8d8acdc8201d8215,Opel,Mokka,6,Luna,129.58,142.54
67a1005c8d8acdc8201d8216,Opel,Mokka,6,Ventana,76.93,80.78
67a1005c8d8acdc8201d8217,Opel,Mokka,6,Techo,214.01,246.11
67a1005c8d8acdc8201d8218,Opel,Mokka,6,Rueda,107.37,107.37
67a1005c8d8acdc8201d8219,Opel,Mokka,6,Parachoques,160.65,176.72
67a1005c8d8acdc8201d821a,Opel,Mokka,6,Guardabarros,119.46,125.43
67a1005c8d8acdc8201d821b,Opel,Mokka,6,Capo,193.42,212.76
67a1005c8d8acdc8201d821c,Opel,Mokka,6,Maletero,90.45,99.5
67a1005c8d8acdc8201d821d,Opel,Mokka,6,Motor,364.23,473.5
67a1005c8d8acdc8201d821e,Bugatti,Chiron,9,Puerta,175,192.5
67a1005d8d8acdc8201d821f,Bugatti,Chiron,9,Faro,116.85,122.69
67a1005d8d8acdc8201d8220,Bugatti,Chiron,9,Parabrisas,222.75,256.16
67a1005d8d8acdc8201d8221,Bugatti,Chiron,9,Luna,154.84,170.32
67a1005d8d8acdc8201d8222,Bugatti,Chiron,9,Ventana,84.74,88.98
67a1005d8d8acdc8201d8223,Bugatti,Chiron,9,Techo,101.56,116.79
67a1005d8d8acdc8201d8224,Bugatti,Chiron,9,Rueda,88.13,88.13
67a1005d8d8acdc8201d8225,Bugatti,Chiron,9,Parachoques,94.18,103.6
67a1005d8d8acdc8201d8226,Bugatti,Chiron,9,Guardabarros,134,140.7
67a1005d8d8acdc8201d8227,Bugatti,Chiron,9,Capo,109.76,120.74
67a1005d8d8acdc8201d8228,Bugatti,Chiron,9,Maletero,102.33,112.56
67a1005d8d8acdc8201d8229,Bugatti,Chiron,9,Motor,264.8,344.24
67a1005d8d8acdc8201d822a,Nissan,Leaf,12,Puerta,168.47,185.32
67a1005d8d8acdc8201d822b,Nissan,Leaf,12,Faro,119.77,125.76
67a1005d8d8acdc8201d822c,Nissan,Leaf,12,Parabrisas,184.19,211.82
67a1005d8d8acdc8201d822d,Nissan,Leaf,12,Luna,155.89,171.48
67a1005d8d8acdc8201d822e,Nissan,Leaf,12,Ventana,79.48,83.45
67a1005d8d8acdc8201d822f,Nissan,Leaf,12,Techo,187.93,216.12
67a1005d8d8acdc8201d8230,Nissan,Leaf,12,Rueda,56.34,56.34
67a1005d8d8acdc8201d8231,Nissan,Leaf,12,Parachoques,103.36,113.7
67a1005d8d8acdc8201d8232,Nissan,Leaf,12,Guardabarros,137.52,144.4
67a1005d8d8acdc8201d8233,Nissan,Leaf,12,Capo,168.47,185.32
67a1005d8d8acdc8201d8234,Nissan,Leaf,12,Maletero,105.38,115.92
67a1005d8d8acdc8201d8235,Nissan,Leaf,12,Motor,412.03,535.64
67a1005d8d8acdc8201d8236,Bentley,Flying Spur,17,Puerta,65.71,72.28
67a1005d8d8acdc8201d8237,Bentley,Flying Spur,17,Faro,67.48,70.85
67a1005d8d8acdc8201d8238,Bentley,Flying Spur,17,Parabrisas,119.64,137.59
67a1005d8d8acdc8201d8239,Bentley,Flying Spur,17,Luna,104.97,115.47
67a1005e8d8acdc8201d823a,Bentley,Flying Spur,17,Ventana,67.09,70.44
67a1005e8d8acdc8201d823b,Bentley,Flying Spur,17,Techo,82.87,95.3
67a1005e8d8acdc8201d823c,Bentley,Flying Spur,17,Rueda,71.31,71.31
67a1005e8d8acdc8201d823d,Bentley,Flying Spur,17,Parachoques,72.02,79.22
67a1005e8d8acdc8201d823e,Bentley,Flying Spur,17,Guardabarros,77.65,81.53
67a1005e8d8acdc8201d823f,Bentley,Flying Spur,17,Capo,104.37,114.81
67a1005e8d8acdc8201d8240,Bentley,Flying Spur,17,Maletero,73.39,80.73
67a1005e8d8acdc8201d8241,Bentley,Flying Spur,17,Motor,236.87,307.93
67a1005e8d8acdc8201d8242,Bugatti,Chiron Super Sport,17,Puerta,93.07,102.38
67a1005e8d8acdc8201d8243,Bugatti,Chiron Super Sport,17,Faro,82.45,86.57
67a1005e8d8acdc8201d8244,Bugatti,Chiron Super Sport,17,Parabrisas,155.08,178.34
67a1005e8d8acdc8201d8245,Bugatti,Chiron Super Sport,17,Luna,117.22,128.94
67a1005e8d8acdc8201d8246,Bugatti,Chiron Super Sport,17,Ventana,55.66,58.44
67a1005e8d8acdc8201d8247,Bugatti,Chiron Super Sport,17,Techo,115.56,132.89
67a1005e8d8acdc8201d8248,Bugatti,Chiron Super Sport,17,Rueda,63.96,63.96
67a1005e8d8acdc8201d8249,Bugatti,Chiron Super Sport,17,Parachoques,68.27,75.1
67a1005e8d8acdc8201d824a,Bugatti,Chiron Super Sport,17,Guardabarros,72.41,76.03
67a1005e8d8acdc8201d824b,Bugatti,Chiron Super Sport,17,Capo,80.67,88.74
67a1005e8d8acdc8201d824c,Bugatti,Chiron Super Sport,17,Maletero,87.44,96.18
67a1005e8d8acdc8201d824d,Bugatti,Chiron Super Sport,17,Motor,186.89,242.96
67a1005e8d8acdc8201d824e,Opel,Astra,9,Puerta,108.35,119.19
67a1005e8d8acdc8201d824f,Opel,Astra,9,Faro,84.68,88.91
67a1005e8d8acdc8201d8250,Opel,Astra,9,Parabrisas,121.27,139.46
67a1005e8d8acdc8201d8251,Opel,Astra,9,Luna,169.67,186.64
67a1005e8d8acdc8201d8252,Opel,Astra,9,Ventana,113.93,119.63
67a1005e8d8acdc8201d8253,Opel,Astra,9,Techo,173.61,199.65
67a1005f8d8acdc8201d8254,Opel,Astra,9,Rueda,71.42,71.42
67a1005f8d8acdc8201d8255,Opel,Astra,9,Parachoques,130.34,143.37
67a1005f8d8acdc8201d8256,Opel,Astra,9,Guardabarros,118.98,124.93
67a1005f8d8acdc8201d8257,Opel,Astra,9,Capo,161,177.1
67a1005f8d8acdc8201d8258,Opel,Astra,9,Maletero,116.93,128.62
67a1005f8d8acdc8201d8259,Opel,Astra,9,Motor,430.02,559.03
67a1005f8d8acdc8201d825a,Lexus,ES,16,Puerta,86.69,95.36
67a1005f8d8acdc8201d825b,Lexus,ES,16,Faro,107.32,112.69
67a1005f8d8acdc8201d825c,Lexus,ES,16,Parabrisas,123.52,142.05
67a1005f8d8acdc8201d825d,Lexus,ES,16,Luna,124.71,137.18
67a1005f8d8acdc8201d825e,Lexus,ES,16,Ventana,76.14,79.95
67a1005f8d8acdc8201d825f,Lexus,ES,16,Techo,124.78,143.5
67a1005f8d8acdc8201d8260,Lexus,ES,16,Rueda,56.13,56.13
67a1005f8d8acdc8201d8261,Lexus,ES,16,Parachoques,61.96,68.16
67a1005f8d8acdc8201d8262,Lexus,ES,16,Guardabarros,85.71,90
67a1005f8d8acdc8201d8263,Lexus,ES,16,Capo,115.48,127.03
67a1005f8d8acdc8201d8264,Lexus,ES,16,Maletero,84.01,92.41
67a1005f8d8acdc8201d8265,Lexus,ES,16,Motor,202.99,263.89
67a1005f8d8acdc8201d8266,Bentley,Flying Spur,20,Puerta,106.46,117.11
67a1005f8d8acdc8201d8267,Bentley,Flying Spur,20,Faro,69.93,73.43
67a1005f8d8acdc8201d8268,Bentley,Flying Spur,20,Parabrisas,139.36,160.26
67a1005f8d8acdc8201d8269,Bentley,Flying Spur,20,Luna,110.28,121.31
67a1005f8d8acdc8201d826a,Bentley,Flying Spur,20,Ventana,76.28,80.09
67a1005f8d8acdc8201d826b,Bentley,Flying Spur,20,Techo,100.04,115.05
67a1005f8d8acdc8201d826c,Bentley,Flying Spur,20,Rueda,50.79,50.79
67a1005f8d8acdc8201d826d,Bentley,Flying Spur,20,Parachoques,87.27,96
67a1005f8d8acdc8201d826e,Bentley,Flying Spur,20,Guardabarros,62.99,66.14
67a100608d8acdc8201d826f,Bentley,Flying Spur,20,Capo,87.12,95.83
67a100608d8acdc8201d8270,Bentley,Flying Spur,20,Maletero,87.05,95.76
67a100608d8acdc8201d8271,Bentley,Flying Spur,20,Motor,204.58,265.95
67a100608d8acdc8201d8272,Ferrari,Roma,9,Puerta,116.87,128.56
67a100608d8acdc8201d8273,Ferrari,Roma,9,Faro,139.46,146.43
67a100608d8acdc8201d8274,Ferrari,Roma,9,Parabrisas,218.27,251.01
67a100608d8acdc8201d8275,Ferrari,Roma,9,Luna,181.66,199.83
67a100608d8acdc8201d8276,Ferrari,Roma,9,Ventana,108.85,114.29
67a100608d8acdc8201d8277,Ferrari,Roma,9,Techo,127.12,146.19
67a100608d8acdc8201d8278,Ferrari,Roma,9,Rueda,76.5,76.5
67a100608d8acdc8201d8279,Ferrari,Roma,9,Parachoques,154.72,170.19
67a100608d8acdc8201d827a,Ferrari,Roma,9,Guardabarros,71.27,74.83
67a100608d8acdc8201d827b,Ferrari,Roma,9,Capo,195.2,214.72
